Country Name,Country Code,Indicator Name,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Georgia,GEO,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18631.50787,30927.44596,3652728898,2674052789,2477693127,2574111923,3012418258,3572767876,3700286420,3473929629,3215010229,3138994046,3361577351,3922301548,4742657044,5913510562,7399154324,9175609314,10858979837,11243482098,12209022017,13433946941,15862587890,17403185318,18042610236,16764254569,15595315200,15385511051,17085873546,17766012480,16117306648,17666018036,21107767052,25119498526
Ghana,GHA,"GNI, Atlas method (current US$)",1366950000,1473009659,1606764396,1813805943,1961195231,1994449533,1863532751,1904353473,2163094701,2426398874,2378867098,2829445416,3271576667,3183846297,2918968562,3132021846,3678042221,4116343282,4642444567,4626812850,4160767536,3797816737,4214656795,4493247446,5179565908,5665746968,6087279940,5765055348,5849623830,6303120309,6778667251,6717951977,6204774727,6289366538,6597267795,6984322407,7122123010,7391231989,6465489060,5838404964,5507509454,6555665083,8152858667,10033490118,13101804147,18271036323,27260319432,28753127371,30627958989,35139199624,39844194014,49029066085,51230623564,53904245538,51691905299,54862333849,63155713339,67723205357,71863221938,74961497179,79663089865,79823495880
Gibraltar,GIB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GNI, Atlas method (current US$)",,,,,,,,,,,3736310590,4542247368,5656630537,6385143646,6719069799,6532787706,7486519832,8379048196,9625044437,9849903407,10138771633,10927345486,13476983113,17445442930,6582268542,4304799423,3555866511,3605132688,3843326203,4064380720,4561615475,4973025737,5146399388,5387239944,5643859119,5722702885,5440019145,5275750589,4886328865,4500471124,4374250093,4430883374,4978502968,4915137015,4765853072,5150083862,6048720442,6707597752,7036997871,7089756812,7465884817,7611229377,8305213731,8703469637,9099739320,9948322342,10687798812,12161401432,12532996087,13412479878,16302673123,19271126574
"Gambia, The",GMB,"GNI, Atlas method (current US$)",,,,,,,48394811.75,48346838.13,50730398.94,53544837.6,58336881.16,74417849.86,94623011.48,123051110.8,131067863,137836091.8,157979511.7,192229322.9,242709158.5,254053353.6,228671503.2,212993546.3,209586268.8,226476124.2,237980399.6,267681289.9,265450673.3,276036829.8,292371831.1,392770811.4,538927353.8,753788833.5,755431204.8,783891424.8,817291396.3,827321439.8,820172541.5,818539846.5,821353700.9,758144234.8,624788610.7,572473398.1,700751708.6,795117238.8,1023447546,1146597766,1368407502,1529142882,1594476328,1398703726,1450724871,1433029443,1306587878,1302539892,1339838187,1458120056,1642760729,1768269711,1803007521,1956416478,2159967035,2308385139
Guinea-Bissau,GNB,"GNI, Atlas method (current US$)",,,,,,,,,,,234541008.9,257491046.8,291646460.6,327813055,317713600,296859173.9,341395416.1,363551273.3,309575571.2,389119672.5,411107578.4,405114450.2,408600405.4,397225511.7,355495794.5,412711821.2,449844874.4,516062905.3,573453713.2,644717152,642085064,627455505.3,617681165.9,659777222.5,721158845.8,733894204.4,545375565.2,604870111.3,508756647.7,446790316.5,425687088,477637796.1,557184327,651438624.1,662539589.4,703616113,810756581.4,900567817.3,977229987.8,1056211346,1039015979,1124644037,1156155643,1191004679,1235074134,1333857240,1442007965,1620995084,1602379475,1715796191,1836421706,1943502431
Equatorial Guinea,GNQ,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,36066566.83,38955852.76,43691834.06,52142729.63,60976909.5,80417730.03,97125430.46,93336687.52,110248032.4,115578837.7,168077002.5,169594197.8,128928606.6,124299519.3,184027225,467190628.7,390864177.9,474644015.5,466800829.5,571054434.9,834424406.2,817747261.3,1235368024,2915838581,6359387172,9529642753,12267251927,11300350922,9412211114,11384729766,14300511966,15099256046,14849041965,12677723816,10043892395,8216527054,8803820240,8567921458,8218021001,8470256694,8159314368,8988717259
Greece,GRC,"GNI, Atlas method (current US$)",5529124993,6239285102,6982356918,7901638823,8784150975,9648833163,10730576419,12149465293,13532731133,15230502971,17753456454,22241623357,25497483075,31483145643,34493730688,36643583090,43373273617,53905438535,62635017552,61961703648,57817800515,51991513366,50841779293,49801851980,53376703175,61353633064,76193550606,83825223454,91514620703,1.01646E+11,1.1649E+11,1.16541E+11,1.22032E+11,1.31117E+11,1.42466E+11,1.50369E+11,1.48056E+11,1.43998E+11,1.4423E+11,1.42107E+11,1.43786E+11,1.72011E+11,2.15183E+11,2.50473E+11,2.70791E+11,2.91359E+11,3.18064E+11,3.26788E+11,3.07085E+11,2.72748E+11,2.56057E+11,2.45896E+11,2.39688E+11,2.18453E+11,2.00868E+11,1.93152E+11,2.04791E+11,2.11062E+11,1.91699E+11,2.11543E+11,2.27407E+11,2.33935E+11
Grenada,GRD,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,101666759.4,115683054.1,118822207.1,121388097.1,122783178.7,131847515.2,149549060.1,178902221.8,218518431.1,244652908,259255645.4,273202586.1,293378374.2,305348169.7,306201906.3,319315046.1,332365965.1,353221779.2,371355032.6,407040577.4,441876195.3,473787968.8,465625348.8,482366734.3,549948147.6,558195565,695864175,674332454,718809367.4,766069292.1,710521260.6,737647359.8,754214714.2,755300982.5,799402267.2,818792919.5,850090266.4,920927024.4,970192840.1,1066138044,1089749218,975674617.2,1037337255,1172355846,1236452592
Greenland,GRL,"GNI, Atlas method (current US$)",,,,,,,,,,,91158465.09,119465625.5,154791529.7,188679078.9,215164016.5,254080962.8,303281046.7,374478371.3,465588448.7,464170677.3,413199033.6,378799766.9,355152967.6,375749359.8,456925433.7,620304532.7,831084794.4,938472921,872243893.3,916232353.8,964287046.9,916413639.4,989665385.4,1086183774,1161808979,1150309921,1146643792,1107439582,1140084227,1092761300,1061819077,1160090945,1464492510,1760590078,1716598315,1967921188,,,,,,,,,,,,,,,,
Guatemala,GTM,"GNI, Atlas method (current US$)",1136418615,1251542612,1313752328,1374380277,1434175233,1480672815,1624809199,1732144407,1889131499,2035851050,2237039797,2627027883,3210083443,3749063905,4306949355,5103739275,6039655329,7273474910,8314612420,8795360206,8493300241,8310452206,8671579609,9183861648,8688191497,8502701673,8423264356,8587530805,8436347841,8999199495,9822233732,11165667570,12342967330,13959217874,15179389558,16541192827,17825914042,18718073930,19403823911,18999604863,19457504521,20751703287,23402811682,25851415028,28435415231,31906776828,35859842520,37151611199,38993176892,42189634351,46675401523,50804424133,54279118364,57670069914,61233780866,65897808309,71991564330,76754526650,75708158314,84366257991,92770219291,98164703556
Guam,GUM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GNI, Atlas method (current US$)",170367403.1,157436712.5,179821815.7,204812017.2,213848111.9,229866590.2,227979650.1,244886955.4,252992917.9,272274418.5,284771702.4,313141584.4,399681845.4,506949280.5,501229358,462856505.4,475034575.6,518255876.1,592925697.5,575104458.6,457232717.5,394458202.6,362411223.6,388064094.3,399540024.6,345332813.4,350683816.9,267800904.6,293983159.2,244864474.5,293390477.2,350163676.1,428785567,509387876.7,633202282.6,671230896,659696953.4,646606320.1,662571887.2,659405005.5,664936690.3,697154094.5,770958870.4,810508005,1100455160,1703923723,2880828171,3127938251,3383181616,3625808898,3989328270,4207028984,4253478775,4197321440,4319882554,4581580607,4899596098,5188279545,6466420426,7512527331,12068491284,16572543848
High income,HIC,"GNI, Atlas method (current US$)",1.25043E+12,1.34244E+12,1.46276E+12,1.59927E+12,1.7528E+12,1.8746E+12,2.06189E+12,2.25735E+12,2.42805E+12,2.68602E+12,3.12015E+12,3.85437E+12,4.56056E+12,5.15582E+12,5.53005E+12,5.98048E+12,6.8753E+12,8.31567E+12,9.68534E+12,1.01712E+13,9.74674E+12,9.41161E+12,9.82859E+12,1.03459E+13,1.17059E+13,1.4093E+13,1.72491E+13,1.83372E+13,1.93309E+13,2.02307E+13,2.20148E+13,2.26827E+13,2.39166E+13,2.56687E+13,2.707E+13,2.74212E+13,2.64924E+13,2.68992E+13,2.81884E+13,2.83599E+13,2.84053E+13,3.08448E+13,3.55172E+13,3.94865E+13,4.18883E+13,4.40842E+13,4.66415E+13,4.61825E+13,4.7842E+13,4.97638E+13,5.1946E+13,5.34484E+13,5.3926E+13,5.23225E+13,5.12541E+13,5.17967E+13,5.57441E+13,5.81392E+13,5.62494E+13,6.20151E+13,6.59747E+13,6.76589E+13
"Hong Kong SAR, China",HKG,"GNI, Atlas method (current US$)",,1944891367,2201038408,2508294685,2582130119,2654160920,2811496908,3245766939,3692362278,4296821312,5379742627,7428484865,9422389230,10915325758,13093450857,15312619966,18324003704,23181842687,29010324336,32987033960,33131306290,31467643611,33314669584,33246624601,39938946466,50687690603,60609257488,65684775694,72224361891,82360592500,96083789168,1.15431E+11,1.31685E+11,1.451E+11,1.5535E+11,1.6921E+11,1.64313E+11,1.70436E+11,1.79503E+11,1.76951E+11,1.7042E+11,1.77286E+11,1.90747E+11,1.96861E+11,2.07669E+11,2.21788E+11,2.3623E+11,2.25576E+11,2.36168E+11,2.52374E+11,2.59862E+11,2.76908E+11,2.90893E+11,3.00224E+11,3.1528E+11,3.42909E+11,3.73034E+11,3.79E+11,3.63194E+11,4.03126E+11,3.96683E+11,4.15973E+11
Honduras,HND,"GNI, Atlas method (current US$)",377579727.4,401186694.5,437497473.6,491160324.4,537855941.6,580228708.9,638909097.8,666668061.5,709589451.1,749014096.5,820260898.7,950880143.1,1086296395,1195857077,1334556332,1550490403,2111934886,2978018997,4010680202,4128685671,3997178572,4036642012,4490969682,4957362962,5577633549,6396996265,6584229858,6130540326,5482223145,4798925605,4863995664,5103185539,4871390131,5119171170,5127320666,5471881923,5657572977,5937524372,6707315558,7078858370,7432921370,8024100955,8822620116,9640198696,10389769144,11641001589,13003885136,13649039938,14462998431,15911345982,16986668680,17686919317,17960594720,18753419056,19698747621,21168930160,22310395825,23158185926,21472692890,25122076930,28258089385,30718597489
Heavily indebted poor countries (HIPC),HPC,"GNI, Atlas method (current US$)",,,,,,34386024636,36872811733,38860994866,37676253891,40118639860,43476930206,51194274309,63421156416,74414621676,78894173457,84276098248,97530305451,1.15631E+11,1.33856E+11,1.42922E+11,1.38727E+11,1.30637E+11,1.32405E+11,1.40277E+11,1.38836E+11,1.51865E+11,1.6387E+11,1.63703E+11,1.65903E+11,1.76419E+11,1.62714E+11,1.4695E+11,1.29096E+11,1.35306E+11,1.39563E+11,1.50391E+11,1.53133E+11,1.57179E+11,1.60845E+11,1.63992E+11,1.71515E+11,1.89959E+11,2.2471E+11,2.61433E+11,2.96041E+11,3.43248E+11,4.11214E+11,4.55411E+11,4.86897E+11,5.1697E+11,5.53623E+11,6.041E+11,6.63042E+11,6.782E+11,6.78409E+11,6.90373E+11,7.4626E+11,7.92694E+11,8.02121E+11,8.64032E+11,9.47251E+11,1.0284E+12
Croatia,HRV,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14601560053,11954831909,12510132223,17056090101,22001055470,25382583089,25078369822,23689972935,23699847611,23060658331,24328149413,28837368388,36908854729,43989181371,48458543997,53948034545,60354709180,59884987845,59528064209,59702859684,57450690201,58767536026,57927424405,56776312546,53886964573,54081873003,59000617646,62832766409,59667746884,68477739373,75749633082,79658817259
Haiti,HTI,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,1401152646,1460550208,1450201173,1480091989,1590596584,1787269322,2097033597,2282252676,2575398999,2585150530,2938966334,3249094028,2881351711,2333005533,1948293569,2378611426,2864795443,3146151124,3310619225,3743169941,4628894854,5473241881,6390604390,6035433864,6076901050,6469442834,7368604660,8461719631,9649722854,11192037575,11204596176,12492425673,13313208700,14448092825,15150750689,15073930812,14680073742,14811035468,15686978270,15710970920,15069490462,16503952289,18623837328,20425676906
Hungary,HUN,"GNI, Atlas method (current US$)",,,,,,,,,5893893566,6456781772,7324324395,9045423069,10967675099,12642022208,13323022083,14811484672,17021839484,19829978106,23169866497,24623763136,24336549631,22488524494,21602793835,20795999181,22671485450,26695527262,30046904517,30435986920,31236480676,30161834601,34370918332,37898727388,41706392014,43906091023,45012332488,45321891715,45309899962,45930813002,47144492582,48756201949,53752937938,67132858860,87458389311,1.04753E+11,1.13223E+11,1.18347E+11,1.32995E+11,1.34448E+11,1.32603E+11,1.32173E+11,1.29798E+11,1.33746E+11,1.33743E+11,1.30198E+11,1.28561E+11,1.29048E+11,1.46459E+11,1.61908E+11,1.56409E+11,1.72257E+11,1.83691E+11,1.90074E+11
IBRD only,IBD,"GNI, Atlas method (current US$)",4.81886E+11,5.32422E+11,5.98493E+11,6.62122E+11,7.03118E+11,7.16324E+11,7.47307E+11,8.32554E+11,9.24895E+11,9.90598E+11,1.09874E+12,1.34604E+12,1.68509E+12,2.03874E+12,2.1873E+12,2.32351E+12,2.57089E+12,3.0095E+12,3.57558E+12,4.01039E+12,4.01669E+12,3.79717E+12,3.52345E+12,3.56471E+12,3.77729E+12,4.08325E+12,4.36264E+12,4.34735E+12,3.63953E+12,3.39552E+12,3.63485E+12,3.84177E+12,4.12584E+12,4.55127E+12,5.10498E+12,5.5356E+12,5.44873E+12,5.42205E+12,5.6792E+12,5.79148E+12,5.92926E+12,6.50821E+12,7.65514E+12,9.03607E+12,1.06155E+13,1.2739E+13,1.51871E+13,1.64932E+13,1.8611E+13,2.09634E+13,2.40383E+13,2.624E+13,2.73528E+13,2.67803E+13,2.65071E+13,2.73442E+13,2.96748E+13,3.151E+13,3.06088E+13,3.41351E+13,3.7034E+13,3.91561E+13
IDA & IBRD total,IBT,"GNI, Atlas method (current US$)",,,,,,7.97092E+11,8.35317E+11,9.27259E+11,1.02069E+12,1.09319E+12,1.20972E+12,1.46631E+12,1.83157E+12,2.21208E+12,2.37116E+12,2.5122E+12,2.78664E+12,3.26405E+12,3.87636E+12,4.33737E+12,4.33809E+12,4.10623E+12,3.84106E+12,3.90178E+12,4.11855E+12,4.45291E+12,4.76558E+12,4.75085E+12,4.03577E+12,3.80467E+12,4.04501E+12,4.24721E+12,4.52545E+12,4.97279E+12,5.54811E+12,6.00295E+12,5.91792E+12,5.90021E+12,6.18511E+12,6.31732E+12,6.48027E+12,7.11181E+12,8.36091E+12,9.854E+12,1.15387E+13,1.38015E+13,1.64341E+13,1.78588E+13,2.00986E+13,2.25713E+13,2.5816E+13,2.81822E+13,2.94631E+13,2.89288E+13,2.86562E+13,2.95105E+13,3.20102E+13,3.39706E+13,3.30627E+13,3.67662E+13,3.98664E+13,4.20386E+13
IDA total,IDA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3231E+11,4.51054E+11,4.43302E+11,4.32218E+11,4.17895E+11,4.36092E+11,4.50235E+11,4.70954E+11,4.75638E+11,4.88146E+11,5.17983E+11,5.41298E+11,5.70839E+11,6.24995E+11,7.29654E+11,8.41482E+11,9.39306E+11,1.06798E+12,1.24748E+12,1.36628E+12,1.48786E+12,1.60779E+12,1.77758E+12,1.94199E+12,2.11022E+12,2.14795E+12,2.14837E+12,2.16602E+12,2.33528E+12,2.46061E+12,2.45333E+12,2.63147E+12,2.83283E+12,2.88305E+12
IDA blend,IDB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09402E+11,6.51028E+11,6.97722E+11,7.4839E+11,8.56024E+11,9.5632E+11,1.05243E+12,1.0612E+12,1.0281E+12,9.83492E+11,1.02496E+12,1.0576E+12,1.04049E+12,1.10654E+12,1.17347E+12,1.13994E+12
Indonesia,IDN,"GNI, Atlas method (current US$)",,,,,,,,7769866578,9052775673,9913847542,10873679142,13944893034,20050284175,28237829116,35657673274,41704721702,49942266266,56910623753,69673191431,80457776365,86906729265,83392792093,84554292399,83056774387,86661771791,87337571614,90024925882,93731587172,1.02002E+11,1.11802E+11,1.24314E+11,1.42011E+11,1.6528E+11,1.94602E+11,2.1821E+11,2.22542E+11,1.3508E+11,1.19651E+11,1.2245E+11,1.54215E+11,1.72499E+11,1.98234E+11,2.41393E+11,2.76759E+11,3.15565E+11,3.71909E+11,4.5709E+11,5.12966E+11,6.12254E+11,7.37717E+11,8.89279E+11,9.39755E+11,9.22996E+11,8.86547E+11,8.90494E+11,9.34208E+11,1.02816E+12,1.09663E+12,1.05919E+12,1.14287E+12,1.26091E+12,1.35259E+12
IDA only,IDX,"GNI, Atlas method (current US$)",,,,,,,,,,,,72491050965,91439114795,1.10722E+11,1.17111E+11,1.19553E+11,1.31888E+11,1.54135E+11,1.81956E+11,1.96211E+11,1.92125E+11,1.83088E+11,1.84142E+11,1.96096E+11,1.94871E+11,2.09096E+11,2.24234E+11,2.22421E+11,2.30626E+11,2.46792E+11,2.38063E+11,2.271E+11,2.15336E+11,2.23455E+11,2.27171E+11,2.39812E+11,2.45308E+11,2.5256E+11,2.64852E+11,2.72672E+11,2.83831E+11,3.1266E+11,3.63513E+11,4.17926E+11,4.67697E+11,5.37571E+11,6.37645E+11,7.15086E+11,7.90171E+11,8.59503E+11,9.21607E+11,9.85677E+11,1.05777E+12,1.08676E+12,1.12027E+12,1.18252E+12,1.31032E+12,1.40301E+12,1.41283E+12,1.52493E+12,1.65951E+12,1.74419E+12
Isle of Man,IMN,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259005538,1408951930,1619750798,1683150101,1746980215,1862710758,2191640213,2717237685,3179240261,3610701825,3891329704,3580135682,3880391955,6073250238,6314736875,6948947223,7377355976,7430345676,6990702742,6568246959,6512437640,6991581449,7091879258,6664756065,6429123428,,
India,IND,"GNI, Atlas method (current US$)",41173872255,45729179877,52536801655,55858212864,53801889698,54880975411,53800745662,59167585313,63879486703,67629615140,71808157863,85740674304,1.02232E+11,1.18284E+11,1.15091E+11,1.21038E+11,1.38153E+11,1.52447E+11,1.88587E+11,2.10994E+11,2.1037E+11,2.1245E+11,2.15869E+11,2.29292E+11,2.50406E+11,2.87583E+11,3.29151E+11,3.32774E+11,3.34592E+11,3.08581E+11,3.1251E+11,3.00633E+11,3.22746E+11,3.54316E+11,3.95271E+11,4.09899E+11,4.20153E+11,4.54397E+11,4.67083E+11,4.85443E+11,5.00198E+11,5.73894E+11,6.87285E+11,8.09088E+11,9.16986E+11,1.08197E+12,1.19503E+12,1.35835E+12,1.50574E+12,1.70443E+12,1.87099E+12,1.94112E+12,2.021E+12,2.0976E+12,2.24678E+12,2.43959E+12,2.71333E+12,2.87854E+12,2.66173E+12,3.06448E+12,3.39454E+12,3.63024E+12
Not classified,INX,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GNI, Atlas method (current US$)",2446095099,2639647159,2887867211,3147756936,3385628655,3711764305,4013292519,4262751600,4502436825,5143611336,6276788887,7835495389,9394407815,10824268974,10627112202,11734302622,13724287167,17263011926,21774222037,23422599996,22264476478,20083045320,19822997735,19911052916,22557011006,29086555713,36738564105,38958573444,44137988346,46393097465,51388373395,52218352699,55581256930,61062706123,68662967232,75874678538,79556565090,85205540248,91821846321,93112659778,97985442469,1.19829E+11,1.54008E+11,1.85699E+11,2.04926E+11,2.22311E+11,2.28685E+11,2.12293E+11,2.05178E+11,1.94241E+11,1.87758E+11,2.01298E+11,2.16747E+11,2.37052E+11,2.46048E+11,2.57972E+11,2.89567E+11,3.13656E+11,3.29066E+11,3.83855E+11,4.08767E+11,4.23059E+11
"Iran, Islamic Rep.",IRN,"GNI, Atlas method (current US$)",4770356373,4952818465,5311579490,6185796283,6898444970,7583586036,8661977919,9955340351,11027042701,13019688663,16346787475,22431189277,34218486794,48392918662,67639213426,72397172917,72898823043,82925254899,83061969995,95468278898,1.25723E+11,1.42795E+11,1.42431E+11,1.62822E+11,1.77648E+11,1.77152E+11,1.56722E+11,1.38412E+11,1.42995E+11,,,,,79054309128,1.00516E+11,1.13789E+11,1.14425E+11,1.13256E+11,1.16011E+11,1.20218E+11,1.27545E+11,1.50227E+11,1.73536E+11,2.0661E+11,2.4585E+11,3.0488E+11,3.58314E+11,4.05292E+11,4.60741E+11,5.24085E+11,5.78901E+11,5.76249E+11,5.38917E+11,4.47833E+11,4.56043E+11,4.63755E+11,4.18179E+11,3.45252E+11,2.85439E+11,3.0891E+11,3.52567E+11,4.17389E+11
Iraq,IRQ,"GNI, Atlas method (current US$)",2260169658,2328481950,2706773112,3025104255,3249334290,3084704903,3827915073,4057756433,4237792884,4634576964,6312725393,7493577928,10588912895,17052454179,22806847063,26215422910,33292192811,42794225704,53414881083,47985608816,43479638762,34794378643,38644458231,42978759792,48720824752,57491354101,61954977178,63451911360,1.2312E+11,1185603434,831923776.8,832144044.5,1254877993,2596900878,8109693027,16174115269,20319411282,29343523977,37496997868,41928045297,35312796058,21678370392,36117806322,42820372477,53742114976,70531501213,1.00651E+11,1.20477E+11,1.36158E+11,1.52546E+11,2.01093E+11,2.3372E+11,2.3211E+11,2.06206E+11,1.95618E+11,1.74189E+11,1.93951E+11,2.27222E+11,1.98635E+11,2.04054E+11,2.42086E+11,2.54601E+11
Iceland,ISL,"GNI, Atlas method (current US$)",283588004.7,327045370.3,391754531,473990586,588152375.8,625152521.5,568193545.3,511387589.1,521840441.2,617124681.8,769406629.3,1036414374,1416856818,1605731873,1726806755,1967427324,2388696367,2928053420,3466346771,3688744665,3474738763,2932963371,2803748673,2833642771,3409947710,4622248957,5769334077,6022939052,6221529354,6409375087,6809644127,6773344363,6718014871,6708067904,7204977232,7627711288,7967824759,8395884831,8923052942,8768104509,8840258979,9671641380,12165877915,15146325852,16673487877,19658530375,16641900223,13889813536,12090871618,12559577148,13634248611,15924028272,16436679970,17462374118,19695751010,21445082223,25607612099,27100022159,24139461189,24960233009,28241648654,31424835069
Israel,ISR,"GNI, Atlas method (current US$)",3523303170,3689544404,3770027322,4303146189,4505005233,4713699381,5636697706,6391917683,7060604405,7780101539,9125586107,10899712698,15076841417,17633546649,17585415732,17480747944,18654279641,22313956070,24722522099,27935980066,27915654140,28445952045,28499684801,28917431221,31978289246,38922179955,48564587990,51839723207,59339476905,66925872284,77411917293,81588100803,88829721039,99084946792,1.09693E+11,1.15366E+11,1.16488E+11,1.17282E+11,1.25695E+11,1.28278E+11,1.25687E+11,1.29118E+11,1.40758E+11,1.53803E+11,1.62509E+11,1.77458E+11,1.96604E+11,2.09604E+11,2.31372E+11,2.51591E+11,2.61878E+11,2.82652E+11,3.01025E+11,3.06303E+11,3.14828E+11,3.32955E+11,3.6885E+11,3.96536E+11,3.97385E+11,4.6248E+11,5.27023E+11,5.36858E+11
Italy,ITA,"GNI, Atlas method (current US$)",51118432348,56880279256,62515190267,69353613529,77291375182,85403310621,94095126219,1.03363E+11,1.1359E+11,1.2347E+11,1.42235E+11,1.78092E+11,2.16605E+11,2.39671E+11,2.51448E+11,2.64411E+11,2.95676E+11,3.79689E+11,4.75867E+11,4.92184E+11,4.64713E+11,4.31488E+11,4.39303E+11,4.54595E+11,5.30781E+11,6.88214E+11,9.0346E+11,9.80185E+11,1.05856E+12,1.15593E+12,1.30383E+12,1.22706E+12,1.18582E+12,1.17525E+12,1.24103E+12,1.26844E+12,1.26446E+12,1.25155E+12,1.24764E+12,1.20741E+12,1.18503E+12,1.34151E+12,1.63588E+12,1.88292E+12,1.99316E+12,2.0997E+12,2.23443E+12,2.24499E+12,2.25011E+12,2.25497E+12,2.15661E+12,2.14231E+12,2.12231E+12,2.00402E+12,1.93826E+12,1.89945E+12,2.04524E+12,2.08535E+12,1.92801E+12,2.15365E+12,2.26175E+12,2.24458E+12
Jamaica,JAM,"GNI, Atlas method (current US$)",,,,,,,1139676126,1195380047,1348095965,1440538132,1897897595,2005216843,2366258486,2778228151,2827568435,3027722440,2977113038,2821432715,2636318502,2852058132,3016199639,3159812639,2613129269,2159836340,2235994961,2771295069,3540127983,4054974696,4291812579,4226028119,3960973460,4568823470,4715123394,5813794960,6455651372,7146409891,7544582403,8203087446,8598297981,8661083975,8772091617,9308287899,9955574838,10400134914,11251206384,11949909264,12697695989,12093691210,12344214751,12978185191,14147593262,14330833728,14129105054,13597633923,13358039418,13874120460,14700979694,15469599207,13826989993,14686930600,16273257147,17385207465
Jordan,JOR,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,2604416152,3552532657,4305742947,5037893377,5071473214,4671318724,4812061825,4833315039,5635013245,6588926651,7027871121,5307334138,4545636205,4090145242,4942373683,5363057245,5889321501,6525258814,6769394756,7030528093,7293162221,7719517386,8567133295,9061965977,9456877764,10334200897,12047917816,13476916833,15064628924,17075494532,20362121483,23325280844,25592556025,27766547042,30120594697,32620735661,34989080747,36645221073,38173997610,40069457312,42817287050,44703224060,44216630671,46904440799,49137048515,50512676874
Japan,JPN,"GNI, Atlas method (current US$)",62136850024,71220411662,83411904287,93716056586,1.09834E+11,1.28537E+11,1.54133E+11,1.83094E+11,2.00213E+11,2.31202E+11,2.95633E+11,3.98275E+11,4.94417E+11,5.83915E+11,6.17633E+11,6.85774E+11,8.67688E+11,1.10904E+12,1.28444E+12,1.32921E+12,1.26713E+12,1.2361E+12,1.27795E+12,1.41308E+12,1.71045E+12,2.24299E+12,3.08848E+12,3.38173E+12,3.50582E+12,3.60359E+12,3.86037E+12,4.25496E+12,4.70983E+12,5.37538E+12,5.52596E+12,5.13748E+12,4.42581E+12,4.34561E+12,4.66926E+12,4.75328E+12,4.50678E+12,4.55434E+12,4.98205E+12,5.27387E+12,5.18986E+12,5.03204E+12,5.04354E+12,5.02345E+12,5.62343E+12,6.06794E+12,6.38922E+12,6.22597E+12,5.65606E+12,5.00647E+12,4.88758E+12,4.94301E+12,5.30039E+12,5.31522E+12,5.16915E+12,5.4879E+12,5.32457E+12,4.85988E+12
Kazakhstan,KAZ,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23384028484,21155223488,20232283702,20822894297,21372358000,20894197081,19296001946,18866293483,20151282121,22666185410,27037405500,34581107935,44447538150,59140125240,77048223215,96342540868,1.09348E+11,1.21367E+11,1.37044E+11,1.66911E+11,2.01747E+11,2.08881E+11,1.99695E+11,1.55999E+11,1.45112E+11,1.47577E+11,1.63362E+11,1.63277E+11,1.68693E+11,1.88688E+11,2.17778E+11
Kenya,KEN,"GNI, Atlas method (current US$)",836050921.2,924938646,973334016.6,999617814.6,1159379222,1206136255,1344671406,1495590299,1511904504,1881061041,2276184096,2515227510,3008286338,3418793563,3512648819,4108841894,4926113814,6214419114,7445379547,7662932976,6990942734,6199954897,5991196488,6072634469,6945763991,7980499910,9007022455,9067001818,8845123197,8466101521,8334013541,6965870950,6895073092,7450069001,9612736058,11327630272,12956211519,13283704623,13172821843,13000590814,12882102807,14031378687,16076227775,18609115728,21847771373,27060697890,32710324300,33429518993,38745132326,43127835272,46512374618,50624928687,57582713234,62095754502,71748257092,75691962706,86589036361,96154460806,98655214497,1.10027E+11,1.17313E+11,1.16406E+11
